==========
일반 데이터 보고서
==========

시험 데이타 파일 : C:\Zive Data\Smart Interface\Experiments\Data\박겸손\23_DCIR_FCC_cyc\20230524\HNE_FCC_DCIR3_06_026.wrd
테스트 기간 : 2023-05-24 03:59:46 ~ 2023-05-27 03:12:59
데이터 개수 : 14477
시험자 성명 : 
상품 번호 : 
메모 : 
조건 파일명 : F:\23_DCIR_FCC.cyc
단계 개수 : 24

--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
인덱스         	시험_시간(s)   	사이클_번호    	사이클_시간(s) 	단계_번호      	단계_시간(s)   	전류(A)        	전압(V)        	IR(ohm)       	보조전압1(V)   	보조전압2(V)   	보조전압3(V)   	온도('C)       	OCP(V)         	파워(W)        	부하(Ohm)      	누적_용량(Ah)  	절대값_용량(Ah)	전류_범위      
--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
4496          	0:22:15:42.300	1             	0:22:15:42.300	3             	0:01:28:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4497          	0:22:16:12.300	1             	0:22:16:12.300	3             	0:01:29:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4498          	0:22:16:42.300	1             	0:22:16:42.300	3             	0:01:29:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4499          	0:22:17:12.300	1             	0:22:17:12.300	3             	0:01:30:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4500          	0:22:17:42.300	1             	0:22:17:42.300	3             	0:01:30:30.000	0.00000E+000  	3.88504E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88504E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4501          	0:22:18:12.300	1             	0:22:18:12.300	3             	0:01:31:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4502          	0:22:18:42.300	1             	0:22:18:42.300	3             	0:01:31:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4503          	0:22:19:12.300	1             	0:22:19:12.300	3             	0:01:32:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4504          	0:22:19:42.300	1             	0:22:19:42.300	3             	0:01:32:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4505          	0:22:20:12.300	1             	0:22:20:12.300	3             	0:01:33:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4506          	0:22:20:42.300	1             	0:22:20:42.300	3             	0:01:33:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4507          	0:22:21:12.300	1             	0:22:21:12.300	3             	0:01:34:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4508          	0:22:21:42.300	1             	0:22:21:42.300	3             	0:01:34:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4509          	0:22:22:12.300	1             	0:22:22:12.300	3             	0:01:35:00.000	0.00000E+000  	3.88504E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88504E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4510          	0:22:22:42.300	1             	0:22:22:42.300	3             	0:01:35:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4511          	0:22:23:12.300	1             	0:22:23:12.300	3             	0:01:36:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4512          	0:22:23:42.300	1             	0:22:23:42.300	3             	0:01:36:30.000	0.00000E+000  	3.88504E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88504E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4513          	0:22:24:12.300	1             	0:22:24:12.300	3             	0:01:37:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4514          	0:22:24:42.300	1             	0:22:24:42.300	3             	0:01:37:30.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4515          	0:22:25:12.300	1             	0:22:25:12.300	3             	0:01:38:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4516          	0:22:25:42.300	1             	0:22:25:42.300	3             	0:01:38:30.000	0.00000E+000  	3.88504E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88504E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4517          	0:22:26:12.300	1             	0:22:26:12.300	3             	0:01:39:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4518          	0:22:26:42.300	1             	0:22:26:42.300	3             	0:01:39:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4519          	0:22:27:12.300	1             	0:22:27:12.300	3             	0:01:40:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4520          	0:22:27:42.300	1             	0:22:27:42.300	3             	0:01:40:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4521          	0:22:28:12.300	1             	0:22:28:12.300	3             	0:01:41:00.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4522          	0:22:28:42.300	1             	0:22:28:42.300	3             	0:01:41:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4523          	0:22:29:12.300	1             	0:22:29:12.300	3             	0:01:42:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4524          	0:22:29:42.300	1             	0:22:29:42.300	3             	0:01:42:30.000	0.00000E+000  	3.88488E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88488E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4525          	0:22:30:12.300	1             	0:22:30:12.300	3             	0:01:43:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4526          	0:22:30:42.300	1             	0:22:30:42.300	3             	0:01:43:30.000	0.00000E+000  	3.88504E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88504E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4527          	0:22:31:12.300	1             	0:22:31:12.300	3             	0:01:44:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4528          	0:22:31:42.300	1             	0:22:31:42.300	3             	0:01:44:30.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4529          	0:22:32:12.300	1             	0:22:32:12.300	3             	0:01:45:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4530          	0:22:32:42.300	1             	0:22:32:42.300	3             	0:01:45:30.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4531          	0:22:33:12.300	1             	0:22:33:12.300	3             	0:01:46:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4532          	0:22:33:42.300	1             	0:22:33:42.300	3             	0:01:46:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4533          	0:22:34:12.300	1             	0:22:34:12.300	3             	0:01:47:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4534          	0:22:34:42.300	1             	0:22:34:42.300	3             	0:01:47:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4535          	0:22:35:12.300	1             	0:22:35:12.300	3             	0:01:48:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4536          	0:22:35:42.300	1             	0:22:35:42.300	3             	0:01:48:30.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4537          	0:22:36:12.300	1             	0:22:36:12.300	3             	0:01:49:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4538          	0:22:36:42.300	1             	0:22:36:42.300	3             	0:01:49:30.000	0.00000E+000  	3.88441E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88441E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4539          	0:22:37:12.300	1             	0:22:37:12.300	3             	0:01:50:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4540          	0:22:37:42.300	1             	0:22:37:42.300	3             	0:01:50:30.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4541          	0:22:38:12.300	1             	0:22:38:12.300	3             	0:01:51:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4542          	0:22:38:42.300	1             	0:22:38:42.300	3             	0:01:51:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4543          	0:22:39:12.300	1             	0:22:39:12.300	3             	0:01:52:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4544          	0:22:39:42.300	1             	0:22:39:42.300	3             	0:01:52:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4545          	0:22:40:12.300	1             	0:22:40:12.300	3             	0:01:53:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4546          	0:22:40:42.300	1             	0:22:40:42.300	3             	0:01:53:30.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4547          	0:22:41:12.300	1             	0:22:41:12.300	3             	0:01:54:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4548          	0:22:41:42.300	1             	0:22:41:42.300	3             	0:01:54:30.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4549          	0:22:42:12.300	1             	0:22:42:12.300	3             	0:01:55:00.000	0.00000E+000  	3.88472E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88472E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4550          	0:22:42:42.300	1             	0:22:42:42.300	3             	0:01:55:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4551          	0:22:43:12.300	1             	0:22:43:12.300	3             	0:01:56:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4552          	0:22:43:42.300	1             	0:22:43:42.300	3             	0:01:56:30.000	0.00000E+000  	3.88441E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88441E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4553          	0:22:44:12.300	1             	0:22:44:12.300	3             	0:01:57:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4554          	0:22:44:42.300	1             	0:22:44:42.300	3             	0:01:57:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4555          	0:22:45:12.300	1             	0:22:45:12.300	3             	0:01:58:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4556          	0:22:45:42.300	1             	0:22:45:42.300	3             	0:01:58:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4557          	0:22:46:12.300	1             	0:22:46:12.300	3             	0:01:59:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4558          	0:22:46:42.300	1             	0:22:46:42.300	3             	0:01:59:30.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
4559          	0:22:47:12.300	1             	0:22:47:12.300	3             	0:02:00:00.000	0.00000E+000  	3.88457E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.88457E+000  	0.00000E+000  	0.00000E+000  	2.20376E-003  	0.00000E+000  	101mA         
